Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of event,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Type of education facility,Attacks on Schools,Attacks on Universities,Military Occupation of Education facility,Arson attack on education facility,Forced Entry into education facility,Damage/Destruction To Ed facility Event,Attacks on Students and Teachers,Educators Killed,Educators Injured,Educators Kidnapped,Educators Arrested,Known Educators Kidnap Or Arrest Outcome,Students Attacked in School,Students Killed,Students Injured,Students Kidnapped,Known Student Kidnap Or Arrest Outcome,Students Arrested,Sexual Violence Affecting School Age Children,SiND Event ID,Date Event Entered,Date Event Modified
2021-05-30,,Nigeria,NGA,Niger State,,,censored,Education Building ,NSA,Unidentified Armed Actor,RPG,Primary School,1,0,0,0,1,0,True,0,0,0,0,,139,7,0,137,"Freed, Killed, StillInCaptivity",0,0,28326,2021-07-21,2024-11-24
2021-05-30,,Afghanistan,AFG,Farah Province,,,censored,Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,28530,2021-08-02,2024-11-24
2021-05-30,,Mexico,MEX,Oaxaca,,,censored,Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,28531,2021-08-02,2024-11-24
2021-05-29,,Afghanistan,AFG,Parwan Province,,,censored,On Way To or From School,NSA,Unidentified Armed Actor,RCIED,Not Applicable,0,0,0,0,0,0,False,11,5,0,0,,0,0,6,0,,0,0,27987,2021-06-29,2026-03-10
2021-05-29,,Myanmar,MMR,Mon State,,,censored,Home,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28148,2021-07-06,2024-11-24
2021-05-28,,Myanmar,MMR,Shan State,,,censored,Private Travel,No Information,No Information,RCIED,Secondary School,0,0,0,0,0,0,True,0,0,0,0,,3,0,0,0,,0,0,27734,2021-06-14,2024-11-24
2021-05-28,,Myanmar,MMR,Shan State,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27736,2021-06-14,2024-11-24
2021-05-28,,Myanmar,MMR,Magway,,,censored,Other,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,28125,2021-07-05,2024-11-24
2021-05-28,,Myanmar,MMR,No Information,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,1,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,28147,2021-07-06,2024-11-24
2021-05-28,,Syria,SYR,Ar-Raqqa Governorate,,,censored,Education Building ,NSA,Syrian Democratic Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,6,StillInCaptivity,0,0,0,0,StillInCaptivity,10,0,28153,2021-07-07,2026-03-10
2021-05-28,,Nigeria,NGA,Katsina State,,,censored,Private Travel,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,28325,2021-07-21,2026-03-10
2021-05-27,,Myanmar,MMR,Yangon,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27738,2021-06-14,2024-11-24
2021-05-27,,Myanmar,MMR,Mandalay,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,27740,2021-06-14,2024-11-24
2021-05-27,,Myanmar,MMR,Ayeyarwady,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27741,2021-06-14,2024-11-24
2021-05-27,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,No Information,No Information,Unspecified Explosive,Secondary School,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,27743,2021-06-14,2025-01-29
2021-05-27,,Myanmar,MMR,Mon State,,,censored,Education Building ,No Information,No Information,Unspecified IED,School: No Further Details,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,27745,2021-06-14,2024-11-24
2021-05-27,,Myanmar,MMR,Shan State,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27754,2021-06-15,2024-11-24
2021-05-27,,Myanmar,MMR,Ayeyarwady,,,censored,Home,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28122,2021-07-05,2024-11-24
2021-05-27,,Myanmar,MMR,Yangon,,,censored,Education Building ,NSA,Civil Disobedience Movement (Myanmar),Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28123,2021-07-05,2025-01-29
2021-05-27,,Yemen,YEM,Al Hudaydah Governorate,,,censored,Education Building ,Foreign Forces: Military,Saudi-led coalition in Yemen,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,True,0,0,0,0,,4,0,4,0,,0,0,28141,2021-07-06,2026-03-10
2021-05-27,,Myanmar,MMR,Chin,,,censored,Education Building ,No Information,No Information,Unspecified Explosive,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28149,2021-07-06,2024-11-24
2021-05-27,,Syria,SYR,Al-Hasaka Governorate,,,censored,Unspecified Location,NSA,Syrian Democratic Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28154,2021-07-07,2024-11-24
2021-05-26,,Myanmar,MMR,Shan State,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27755,2021-06-15,2024-11-24
2021-05-26,,Myanmar,MMR,Yangon,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,True,0,0,0,0,,2,0,0,0,,0,0,27756,2021-06-15,2024-11-24
2021-05-26,,Myanmar,MMR,Mandalay,,,censored,Education Building ,No Information,No Information,Arson,Secondary School,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27758,2021-06-15,2025-01-10
2021-05-26,,Myanmar,MMR,Mandalay,,,censored,Education Building ,Protestors,Local population,Arson,Secondary School,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27759,2021-06-15,2025-01-10
2021-05-26,,Myanmar,MMR,Yangon,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27761,2021-06-15,2024-11-24
2021-05-26,,Myanmar,MMR,Chin,,,censored,Education Building ,No Information,No Information,Unspecified IED,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27762,2021-06-15,2024-11-24
2021-05-26,,Myanmar,MMR,Naypyitaw Union Territory,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,0,,0,0,1,0,,0,0,27763,2021-06-15,2024-11-24
2021-05-26,,Myanmar,MMR,Shan State,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified Explosive,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27764,2021-06-15,2025-01-29
2021-05-26,,Syria,SYR,Al-Hasaka Governorate,,,censored,Education Building ,NSA,Kurdistan Workers' Party,Firearms,Primary School,1,0,0,0,1,0,True,0,0,0,0,,1,0,0,1,NoInformation,0,0,28155,2021-07-07,2025-01-10
2021-05-25,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,"Primary School, School: No Further Details",1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27765,2021-06-15,2024-11-24
2021-05-25,,Myanmar,MMR,Shan State,,,censored,Education Building ,No Information,No Information,Unspecified IED,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27800,2021-06-16,2024-11-24
2021-05-25,,Nigeria,NGA,Ebonyi State,,,censored,Education Building ,NSA,Unidentified Armed Actor,SVIED,Primary School,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,28043,2021-07-01,2026-03-10
2021-05-25,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,NSA,Civil Disobedience Movement (Myanmar),Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28111,2021-07-04,2025-01-29
2021-05-25,,Myanmar,MMR,Mon State,,,censored,Home,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28112,2021-07-04,2024-11-24
2021-05-25,,Burundi,BDI,Bujumbura Mairie,,,censored,Education Building ,NSA,Imbonerakure (Burundi),Firearms,School: No Further Details,1,0,0,0,1,0,True,0,0,0,0,,2,0,2,0,,0,0,28165,2021-07-08,2025-01-10
2021-05-24,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27801,2021-06-16,2024-11-24
2021-05-24,,Myanmar,MMR,Magway,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27802,2021-06-16,2024-11-24
2021-05-24,,Myanmar,MMR,Magway,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27803,2021-06-16,2024-11-24
2021-05-24,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,No Information,No Information,Unspecified IED,School: No Further Details,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,27805,2021-06-16,2024-11-24
2021-05-24,,Myanmar,MMR,Yangon,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27807,2021-06-16,2024-11-24
2021-05-24,,Myanmar,MMR,Tanintharyi Region,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,"Primary School, Secondary School",1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27808,2021-06-16,2024-11-24
2021-05-24,,Myanmar,MMR,Tanintharyi Region,,,censored,Education Building ,Protestors,Local population,Arson,Primary School,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28107,2021-07-04,2024-11-24
2021-05-24,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,NSA,Civil Disobedience Movement (Myanmar),Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28109,2021-07-04,2024-11-24
2021-05-23,,Myanmar,MMR,Magway,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27809,2021-06-16,2024-11-24
2021-05-23,,Myanmar,MMR,Ayeyarwady,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,27810,2021-06-16,2024-11-24
2021-05-23,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,1,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,27811,2021-06-16,2024-11-24
2021-05-23,,Myanmar,MMR,Magway,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27834,2021-06-17,2024-11-24
2021-05-23,,Myanmar,MMR,Magway,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27835,2021-06-17,2024-11-24
2021-05-23,,Myanmar,MMR,Magway,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27836,2021-06-17,2024-11-24
2021-05-23,,Myanmar,MMR,Kachin State,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,27837,2021-06-17,2024-11-24
2021-05-23,,Myanmar,MMR,Tanintharyi Region,,,censored,Home,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28106,2021-07-04,2025-01-10
2021-05-23,,Afghanistan,AFG,Parwan Province,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Secondary School,1,0,0,0,1,0,True,1,0,0,0,,1,0,0,0,,0,0,28166,2021-07-08,2024-11-24
2021-05-22,,Togo,TGO,Maritime,,,censored,Unspecified Location,Police,National Police (Togo),Firearms,Not Applicable,0,0,0,0,0,0,False,0,7,0,7,NoInformation,0,0,0,0,,0,0,28167,2021-07-08,2025-01-10
2021-05-21,,Myanmar,MMR,Ayeyarwady,,,censored,Unspecified Location,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,27838,2021-06-17,2024-11-24
2021-05-21,,Myanmar,MMR,Magway,,,censored,Education Building ,No Information,No Information,Unspecified IED,School: No Further Details,1,0,0,0,0,1,True,0,0,0,0,,3,0,0,0,,0,0,27839,2021-06-17,2024-11-24
2021-05-21,,Myanmar,MMR,Yangon,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27840,2021-06-17,2024-11-24
2021-05-21,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,No Information,No Information,Arson,Primary School,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27841,2021-06-17,2024-11-24
2021-05-21,,Mongolia,MNG,Ulaanbaatar,,,censored,Public Building,NSA,Unidentified Armed Actor,Knife,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,28168,2021-07-08,2024-11-24
2021-05-20,,Myanmar,MMR,Mon State,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27842,2021-06-17,2024-11-24
2021-05-20,,Myanmar,MMR,Yangon,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,School: No Further Details,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,27843,2021-06-17,2024-11-24
2021-05-20,,Nigeria,NGA,Ogun State,,,censored,Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,28042,2021-07-01,2024-11-24
2021-05-20,,Nigeria,NGA,Federal Capital Territory,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,School: No Further Details,1,0,0,0,1,0,True,0,0,0,0,,1,0,0,1,NoInformation,0,0,28169,2021-07-08,2024-11-24
2021-05-19,,Myanmar,MMR,Mandalay,,,censored,Education Building ,Civilian,Students,Unspecified IED,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27852,2021-06-18,2024-11-24
2021-05-19,,Myanmar,MMR,Bago Region,,,censored,Unspecified Location,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,27860,2021-06-18,2024-11-24
2021-05-19,,Myanmar,MMR,Yangon,,,censored,Education Building ,No Information,No Information,Unspecified IED,Secondary School,1,0,0,0,0,1,True,0,0,0,0,,3,0,0,0,,0,0,27865,2021-06-18,2024-11-24
2021-05-19,,Yemen,YEM,Shabwah Governorate,,,censored,Other,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,28194,2021-07-09,2024-11-24
2021-05-18,,Myanmar,MMR,Yangon,,,censored,Home,Government: Military,Myanmar Armed Forces,Arson,Primary School,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27871,2021-06-18,2024-11-24
2021-05-18,,Myanmar,MMR,Yangon,,,censored,Home,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28021,2021-06-30,2024-11-24
2021-05-18,,Myanmar,MMR,Kayin State,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,NoInformation,2,0,28056,2021-07-01,2024-11-24
2021-05-18,,OPT,PSE,Gaza strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28140,2021-07-06,2026-03-10
2021-05-18,,Myanmar,MMR,Mandalay,,,censored,Other,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,28195,2021-07-09,2024-11-24
2021-05-17,,Myanmar,MMR,Kachin State,,,censored,Unspecified Location,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,27872,2021-06-18,2024-11-24
2021-05-17,,Myanmar,MMR,Mandalay,,,censored,Education Building ,No Information,No Information,Unspecified IED,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27880,2021-06-21,2024-11-24
2021-05-17,,Myanmar,MMR,Bago Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27881,2021-06-21,2024-11-24
2021-05-17,,Myanmar,MMR,Shan State,,,censored,Home,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,27882,2021-06-21,2024-11-24
2021-05-17,,Cameroon,CMR,Northwest,,,censored,Education Building ,NSA,Interim Government of Ambazonia,Firearms,University,0,1,0,0,1,0,True,0,0,11,0,Freed,11,0,0,0,,0,0,27989,2021-06-29,2026-03-10
2021-05-17,,Nigeria,NGA,Plateau State,,,censored,Home,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,Freed,0,0,0,0,,0,0,28041,2021-07-01,2025-11-14
2021-05-17,,Algeria,DZA,Bordj Badji Mokhtar,,,censored,Home,Criminal,Criminal,Knife,Not Applicable,0,0,0,0,0,0,False,0,2,0,0,,0,0,0,0,,0,0,28129,2021-07-05,2025-01-10
2021-05-17,,Colombia,COL,Antioquia,,,censored,Home,Protestors,Local population,Unarmed Perpetrator,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,28170,2021-07-08,2024-11-24
2021-05-17,,India,IND,Tripura,,,censored,Other,NSA,Unidentified Armed Actor,Knife,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,28196,2021-07-09,2025-01-10
2021-05-17,,Mali,MLI,Gao,,,censored,Unspecified Location,Criminal,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,47048,2024-06-04,2024-11-24
2021-05-16,,Myanmar,MMR,Shan State,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,0,0,1,1,False,0,0,0,0,,0,0,0,0,,0,0,28054,2021-07-01,2024-11-24
2021-05-16,,India,IND,Uttar Pradesh state,,,censored,Other,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,28124,2021-07-05,2024-11-24
2021-05-14,,Myanmar,MMR,Shan State,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified Explosive,University,0,1,0,0,0,1,True,0,0,0,0,,2,0,0,0,,0,0,27883,2021-06-21,2025-01-29
2021-05-14,,Myanmar,MMR,Yangon,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,University,0,1,0,0,1,0,True,0,0,0,0,,0,0,0,0,NoInformation,3,0,28232,2021-07-13,2024-11-24
2021-05-13,,OPT,PSE,Gaza Strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Missile,"School: No Further Details, Secondary School",1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28139,2021-07-06,2025-08-06
2021-05-13,,China,CHN,Xinjiang,,,censored,Home,Other,Local Authorities,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,1,StillInCaptivity,0,0,0,0,,0,0,33761,2022-08-11,2025-01-10
2021-05-12,,Myanmar,MMR,Bago Region,,,censored,Education Building ,No Information,No Information,Unspecified IED,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27884,2021-06-21,2024-11-24
2021-05-12,,Myanmar,MMR,Mandalay,,,censored,Other,Government: Military,Myanmar Armed Forces,Knife,Not Applicable,0,0,0,0,0,0,False,0,5,0,5,NoInformation,0,0,0,0,,0,0,27885,2021-06-21,2024-11-24
2021-05-12,,DRC,COD,North Kivu,,,censored,Unspecified Location,NSA,Collective of Movements for Change in Congo (CMC),Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,2,0,NoInformation,0,0,0,0,,0,0,28019,2021-06-30,2026-03-10
2021-05-12,,Myanmar,MMR,Mon State,,,censored,Unspecified Location,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28051,2021-07-01,2024-11-24
2021-05-12,,Myanmar,MMR,Mandalay,,,censored,Other,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,5,NoInformation,0,0,0,0,,0,0,28052,2021-07-01,2024-11-24
2021-05-12,,Myanmar,MMR,Mon State,,,censored,Unspecified Location,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28236,2021-07-14,2024-11-24
2021-05-11,,Myanmar,MMR,Mon State,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,28050,2021-07-01,2024-11-24
2021-05-11,,Russia,RUS,Volga Federal District,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,Secondary School,1,0,0,0,1,1,True,1,0,0,0,,30,7,18,0,,0,0,28128,2021-07-05,2026-01-28
2021-05-11,,Syria,SYR,Ar-Raqqa Governorate,,,censored,Education Building ,Civilian,Beneficiaries,No Information on the Weapon Used,Not Applicable,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,28389,2021-07-26,2026-02-22
2021-05-10,,Israel,ISR,No Information,,,censored,Education Building ,NSA,Hamas,Rocket,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28137,2021-07-06,2024-11-24
2021-05-10,,OPT,PSE,Gaza strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28138,2021-07-06,2025-10-13
2021-05-09,,DRC,COD,North Kivu,,,censored,Home,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,28219,2021-07-12,2024-11-24
2021-05-08,,Myanmar,MMR,Yangon,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,NoInformation,3,0,28049,2021-07-01,2024-11-24
2021-05-08,,Afghanistan,AFG,Kabul Province,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,School: No Further Details,1,0,0,0,0,0,True,0,0,0,0,,2,0,0,0,,0,0,28065,2021-07-02,2024-11-24
2021-05-08,,Mali,MLI,Gao,,,censored,Home,Criminal,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,47049,2024-06-04,2024-11-24
2021-05-07,,Myanmar,MMR,Mandalay,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified Explosive,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27894,2021-06-22,2025-01-10
2021-05-06,,USA,USA,Idaho,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Secondary School,1,0,0,0,1,0,True,0,1,0,0,,3,0,2,0,,0,0,28152,2021-07-07,2024-11-24
2021-05-05,,Myanmar,MMR,Naypyitaw Union Territory,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified IED,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,27895,2021-06-22,2024-11-24
2021-05-05,,Syria,SYR,Dar'a Governorate,,,censored,Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,28220,2021-07-12,2026-05-01
2021-05-05,,Nigeria,NGA,Plateau State,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Secondary School,1,0,0,0,1,0,True,0,0,0,0,,1,0,0,1,NoInformation,0,0,28239,2021-07-14,2024-11-24
2021-05-04,,Uganda,UGA,Central Region,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,0,,0,1,0,0,,0,0,28061,2021-07-02,2024-11-24
2021-05-04,,Afghanistan,AFG,Khost Province,,,censored,Education Building ,NSA,Taliban,Unspecified IED,Secondary School,1,0,0,0,0,1,True,0,0,0,0,,6,0,6,0,,0,0,28063,2021-07-02,2024-11-24
2021-05-04,,Brazil,BRA,Santa Catarina state,,,censored,Education Building ,NSA,Unidentified Armed Actor,Knife,Pre-School,1,0,0,0,1,0,True,2,0,0,0,,5,3,0,0,,0,0,28151,2021-07-07,2024-11-24
2021-05-04,,Uganda,UGA,Central Region,,,censored,Education Building ,NSA,Local Defence Unit (Uganda),Firearms,University,0,1,0,0,1,0,True,0,0,0,0,,1,1,0,0,,0,0,28221,2021-07-12,2024-11-24
2021-05-04,,DRC,COD,Ituri,,,censored,Education Building ,NSA,Coalition of Congolese Democrats (Armed Wing),Arson,School: No Further Details,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,28223,2021-07-12,2025-01-10
2021-05-03,,Myanmar,MMR,Mon State,,,censored,Education Building ,No Information,No Information,Unspecified Explosive,University,0,1,0,0,0,1,True,0,0,0,0,,1,0,0,0,,0,0,28044,2021-07-01,2024-11-24
2021-05-03,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,No Information,No Information,Knife,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,28046,2021-07-01,2024-11-24
2021-05-03,,South Africa,ZAF,North West,,,censored,Education Building ,NSA,Unidentified Armed Actor,Knife,Primary School,1,0,0,0,1,0,True,0,1,0,0,,1,0,0,0,,0,0,28048,2021-07-01,2024-11-24
